1450	string
1451	string
1452	string
1453	int
1454	int
1455	int
1456	int
1457	int
1458	int
1459	int
1460	int
1461	int
1462	obj
1463	stat
1464	int
1465	string
1466	string
1467	string
1468	int
1469	string
1470	int
1471	obj
1472	graphic
1473	int
1474	graphic
1475	graphic
1476	graphic
1477	graphic
1478	int
1479	graphic
1480	boolean
1481	boolean
1482	boolean
1483	coord
1484	coord
1521	int
1525	string
1526	string
1527	graphic
1528	int
1529	int
1536	string
1537	boolean
1538	int
1539	int
1540	int
1541	int
1542	int
1543	int
1544	int
1545	boolean
1546	string
1547	int
1548	graphic
1549	boolean
1550	string
1551	boolean
1552	string
1553	boolean
1554	int
1555	int
1556	int
1562	int
1563	int
1564	int
1565	boolean
1585	int
1586	int
1587	int
1588	int
1589	int
1600	int
1608	boolean
1609	npc
1612	int
1613	int
1614	string
1615	string
1616	int
1617	int
1618	boolean
1621	string
1622	int
1623	graphic
1624	graphic
1625	int
1626	int
1627	int
1628	enum
1636	obj
1637	struct
1638	int
1639	string
1640	int
1641	int
1642	spotanim
1643	dbrow
1644	dbrow
1645	dbrow
1646	dbrow
1647	dbrow
1704	obj
1723	int
1724	namedobj
1725	int
1726	string
1727	string
1728	enum
1729	boolean
1733	string
1737	boolean
1751	component
1752	string
1753	int
1754	string
1755	synth
1756	graphic
1757	graphic
1758	int
1759	int
1760	obj
